RENEWABLE_perc,NUCLEAR,HYDRO_perc,STORAGE,IMPORTS_perc,SOLAR_perc,LOW_CARBON,BIOMASS_perc,HYDRO,STORAGE_perc,WIND_EMB,WIND_perc,IMPORTS,LOW_CARBON_perc,GAS,COAL_perc,CARBON_INTENSITY,COAL,FOSSIL,ZERO_CARBON_perc,FOSSIL_perc,GENERATION_perc,GENERATION,DATETIME,OTHER,NUCLEAR_perc,ZERO_CARBON,WIND_EMB_perc,BIOMASS,GAS_perc,OTHER_perc,WIND,SOLAR,RENEWABLE
53.8,4092.0,1.1,0,8.5,0.0,24120.0,5.1,377,0.0,4171.0,40.4,2906.0,70.8,6470.0,0.0,94.0,0.0,6470.0,74.0,19.0,100.0,34045.0,2026-01-01T00:00:00,549.0,12.0,19949.0,12.3,1724.0,19.0,1.6,13756.0,0.0,18304.0
53.2,4092.0,1.1,0,8.3,0.0,24324.0,5.0,375,0.0,4254.0,39.9,2890.0,69.9,6853.0,0.0,98.0,0.0,6853.0,72.6,19.7,100.0,34783.0,2026-01-01T00:30:00,716.0,11.8,20070.0,12.2,1730.0,19.7,2.1,13873.0,0.0,18502.0
53.4,4126.0,1.0,0,8.1,0.0,24726.0,5.3,364,0.0,4332.0,40.0,2848.0,70.4,6827.0,0.0,99.0,0.0,6827.0,73.0,19.4,100.0,35104.0,2026-01-01T01:00:00,703.0,11.8,20394.0,12.3,1868.0,19.4,2.0,14036.0,0.0,18732.0
54.2,4168.0,1.0,0,8.1,0.0,24741.0,5.1,345,0.0,4382.0,40.6,2820.0,71.3,6526.0,0.0,96.0,0.0,6526.0,74.0,18.8,100.0,34711.0,2026-01-01T01:30:00,624.0,12.0,20359.0,12.6,1769.0,18.8,1.8,14077.0,0.0,18804.0
56.0,4199.0,0.8,0,7.4,0.0,24779.0,5.1,284,0.0,4390.0,42.1,2490.0,73.6,6046.0,0.0,87.0,0.0,6046.0,76.1,18.0,100.0,33662.0,2026-01-01T02:00:00,347.0,12.5,20389.0,13.0,1721.0,18.0,1.0,14185.0,0.0,18859.0
57.2,4212.0,0.8,0,7.3,0.0,25049.0,4.9,275,0.0,4353.0,43.4,2434.0,74.6,5906.0,0.0,83.0,0.0,5906.0,77.3,17.6,100.0,33557.0,2026-01-01T02:30:00,168.0,12.6,20696.0,13.0,1634.0,17.6,0.5,14575.0,0.0,19203.0
59.6,4211.0,0.7,0,5.6,0.0,25126.0,4.3,244,0.0,4312.0,45.7,1840.0,76.8,5414.0,0.0,78.0,0.0,5414.0,78.4,16.6,100.0,32700.0,2026-01-01T03:00:00,320.0,12.9,20814.0,13.2,1417.0,16.6,1.0,14942.0,0.0,19498.0
60.8,4210.0,0.7,0,5.5,0.0,25437.0,4.3,242,0.0,4305.0,46.9,1790.0,78.1,5132.0,0.0,74.0,0.0,5132.0,79.9,15.8,100.0,32558.0,2026-01-01T03:30:00,199.0,12.9,21132.0,13.2,1416.0,15.8,0.6,15264.0,0.0,19811.0
61.3,4206.0,0.7,0,5.5,0.0,25458.0,4.4,225,0.0,4300.0,47.3,1792.0,78.7,4892.0,0.0,74.0,0.0,4892.0,80.6,15.1,100.0,32356.0,2026-01-01T04:00:00,214.0,13.0,21158.0,13.3,1424.0,15.1,0.7,15303.0,0.0,19828.0
61.8,4208.0,0.7,0,5.5,0.0,25526.0,4.4,224,0.0,4267.0,47.8,1776.0,79.3,4682.0,0.0,71.0,0.0,4682.0,81.3,14.6,100.0,32176.0,2026-01-01T04:30:00,192.0,13.1,21259.0,13.3,1431.0,14.6,0.6,15396.0,0.0,19887.0
62.1,4210.0,0.7,0,5.4,0.0,25468.0,4.2,223,0.0,4248.0,48.1,1726.0,79.4,4544.0,0.0,68.0,0.0,4544.0,81.3,14.2,100.0,32081.0,2026-01-01T05:00:00,343.0,13.1,21220.0,13.2,1345.0,14.2,1.1,15442.0,0.0,19913.0
62.3,4202.0,0.7,0,5.4,0.0,25207.0,3.6,224,0.0,4282.0,48.1,1728.0,79.0,4118.0,0.0,67.0,0.0,4118.0,80.8,12.9,100.0,31907.0,2026-01-01T05:30:00,854.0,13.2,20925.0,13.4,1136.0,12.9,2.7,15363.0,0.0,19869.0
62.7,4211.0,0.7,0,5.5,0.0,25275.0,3.6,234,0.0,4325.0,48.3,1762.0,79.5,4012.0,0.0,65.0,0.0,4012.0,81.5,12.6,100.0,31789.0,2026-01-01T06:00:00,740.0,13.2,20950.0,13.6,1142.0,12.6,2.3,15363.0,0.0,19922.0
61.9,4206.0,0.7,0,6.5,0.0,25353.0,3.5,235,0.0,4329.0,47.8,2092.0,78.4,4237.0,0.0,72.0,0.0,4237.0,81.2,13.1,100.0,32320.0,2026-01-01T06:30:00,638.0,13.0,21024.0,13.4,1138.0,13.1,2.0,15445.0,0.0,20009.0
62.3,4208.0,0.8,0,7.6,0.0,25229.0,3.5,254,0.0,4294.0,48.0,2442.0,79.0,3902.0,0.0,74.0,0.0,3902.0,83.0,12.2,100.0,31952.0,2026-01-01T07:00:00,379.0,13.2,20935.0,13.4,1125.0,12.2,1.2,15348.0,0.0,19896.0
61.8,4214.0,0.8,0,7.7,0.0,25193.0,3.5,272,0.0,4233.0,47.8,2462.0,78.4,4141.0,0.0,76.0,0.0,4141.0,82.4,12.9,100.0,32128.0,2026-01-01T07:30:00,332.0,13.1,20960.0,13.2,1121.0,12.9,1.0,15353.0,0.0,19858.0
61.9,4210.0,0.9,0,7.7,0.0,25384.0,3.5,288,0.0,4154.0,48.2,2484.0,78.4,4263.0,0.0,80.0,0.0,4263.0,82.5,13.2,100.0,32382.0,2026-01-01T08:00:00,251.0,13.0,21228.0,12.8,1135.0,13.2,0.8,15595.0,2.0,20039.0
61.1,4206.0,0.9,0,7.6,0.7,25546.0,3.5,294,0.0,4066.0,47.2,2504.0,77.3,4647.0,0.0,84.0,0.0,4647.0,80.9,14.1,100.0,33061.0,2026-01-01T08:30:00,364.0,12.7,21247.0,12.3,1145.0,14.1,1.1,15602.0,233.0,20195.0
60.7,4213.0,1.0,0,9.5,2.7,26181.0,3.3,349,0.0,3991.0,45.3,3276.0,76.3,4556.0,0.0,77.0,0.0,4556.0,81.3,13.3,100.0,34333.0,2026-01-01T09:00:00,320.0,12.3,21262.0,11.6,1145.0,13.3,0.9,15555.0,928.0,20823.0
61.0,4207.0,1.0,0,9.6,4.9,26895.0,3.2,337,0.0,3951.0,43.9,3408.0,76.1,4719.0,0.0,77.0,0.0,4719.0,80.8,13.4,100.0,35338.0,2026-01-01T09:30:00,316.0,11.9,21203.0,11.2,1145.0,13.4,0.9,15514.0,1741.0,21543.0
60.7,4214.0,0.8,0,11.2,6.4,27781.0,3.1,306,0.0,3958.0,42.8,4142.0,75.2,4622.0,0.0,74.0,0.0,4622.0,81.1,12.5,100.0,36920.0,2026-01-01T10:00:00,375.0,11.4,21453.0,10.7,1143.0,12.5,1.0,15790.0,2370.0,22424.0
61.6,4212.0,0.8,0,11.0,7.9,28708.0,3.0,306,0.0,4010.0,42.4,4178.0,75.8,4419.0,0.0,71.0,0.0,4419.0,81.3,11.7,100.0,37891.0,2026-01-01T10:30:00,586.0,11.1,21720.0,10.6,1144.0,11.7,1.5,16058.0,2978.0,23352.0
62.7,4223.0,0.8,0,11.0,8.7,29305.0,3.0,306,0.0,4068.0,42.5,4210.0,76.7,4269.0,0.0,72.0,0.0,4269.0,82.4,11.2,100.0,38184.0,2026-01-01T11:00:00,400.0,11.1,21914.0,10.7,1143.0,11.2,1.0,16242.0,3323.0,23939.0
62.5,4254.0,0.8,0,11.0,8.7,29515.0,3.0,305,0.0,4096.0,42.4,4252.0,76.5,4122.0,0.0,72.0,0.0,4122.0,82.2,10.7,100.0,38558.0,2026-01-01T11:30:00,669.0,11.0,22051.0,10.6,1143.0,10.7,1.7,16349.0,3368.0,24118.0
60.5,4264.0,0.8,0,14.3,8.0,29407.0,2.9,303,0.0,4130.0,41.4,5672.0,74.1,4027.0,0.0,69.0,0.0,4027.0,82.8,10.2,100.0,39672.0,2026-01-01T12:00:00,566.0,10.7,22116.0,10.4,1141.0,10.2,1.4,16408.0,3161.0,24002.0
59.4,4294.0,0.7,0,14.6,6.8,28879.0,2.9,292,0.0,4204.0,41.2,5774.0,73.2,4172.0,0.0,72.0,0.0,4172.0,82.0,10.6,100.0,39463.0,2026-01-01T12:30:00,638.0,10.9,21983.0,10.7,1145.0,10.6,1.6,16252.0,2692.0,23440.0
58.2,4310.0,0.8,0,15.6,5.8,28550.0,2.9,308,0.0,4282.0,40.8,6190.0,72.0,4360.0,0.0,74.0,0.0,4360.0,81.7,11.0,100.0,39662.0,2026-01-01T13:00:00,562.0,10.9,21948.0,10.8,1139.0,11.0,1.4,16191.0,2320.0,23101.0
57.5,4305.0,0.8,0,15.8,4.8,28091.0,2.9,309,0.0,4326.0,40.9,6226.0,71.3,4648.0,0.0,76.0,0.0,4648.0,81.1,11.8,100.0,39407.0,2026-01-01T13:30:00,442.0,10.9,21885.0,11.0,1141.0,11.8,1.1,16130.0,1880.0,22645.0
56.9,4310.0,0.8,0,15.5,3.7,27611.0,2.9,309,0.0,4360.0,41.2,6044.0,70.9,4713.0,0.0,77.0,0.0,4713.0,80.4,12.1,100.0,38968.0,2026-01-01T14:00:00,600.0,11.1,21821.0,11.2,1139.0,12.1,1.5,16063.0,1430.0,22162.0
55.7,4305.0,0.8,0,15.8,2.7,26981.0,3.0,309,0.0,4409.0,40.8,6118.0,69.8,4957.0,0.0,80.0,0.0,4957.0,79.5,12.8,100.0,38660.0,2026-01-01T14:30:00,604.0,11.1,21546.0,11.4,1142.0,12.8,1.6,15790.0,1026.0,21534.0
54.2,4306.0,0.9,478,18.3,1.4,26522.0,2.9,355,1.2,4453.0,39.2,7126.0,68.2,4686.0,0.0,78.0,0.0,4686.0,80.4,12.0,100.0,38906.0,2026-01-01T15:00:00,572.0,11.1,21540.0,11.4,1144.0,12.0,1.5,15257.0,529.0,21072.0
52.8,4309.0,0.9,742,18.4,0.3,26215.0,2.9,361,1.9,4467.0,38.3,7232.0,66.6,5115.0,0.0,83.0,0.0,5115.0,78.6,13.0,100.0,39346.0,2026-01-01T15:30:00,784.0,11.0,21641.0,11.4,1141.0,13.0,2.0,15088.0,107.0,20765.0
52.6,4313.0,0.9,1038,18.7,0.0,26517.0,2.8,374,2.6,4455.0,37.9,7516.0,66.2,5231.0,0.0,83.0,0.0,5231.0,78.5,13.0,100.0,40086.0,2026-01-01T16:00:00,822.0,10.8,22062.0,11.1,1136.0,13.0,2.1,15201.0,0.0,21068.0
51.7,4285.0,0.9,1234,18.4,0.0,26643.0,2.8,370,3.0,4426.0,37.0,7566.0,64.9,5284.0,0.0,87.0,0.0,5284.0,76.5,12.9,100.0,41049.0,2026-01-01T16:30:00,1556.0,10.4,22217.0,10.8,1141.0,12.9,3.8,15187.0,0.0,21217.0
50.4,4273.0,0.9,1126,18.9,0.0,26448.0,2.7,395,2.7,4375.0,36.3,7898.0,63.4,5356.0,0.0,90.0,0.0,5356.0,74.9,12.8,100.0,41735.0,2026-01-01T17:00:00,2033.0,10.2,22073.0,10.5,1139.0,12.8,4.9,15140.0,0.0,21036.0
50.6,4249.0,1.0,1150,19.1,0.0,26336.0,2.7,404,2.8,4307.0,36.5,7904.0,63.6,5336.0,0.0,89.0,0.0,5336.0,75.5,12.9,100.0,41378.0,2026-01-01T17:30:00,1802.0,10.3,22029.0,10.4,1132.0,12.9,4.4,15094.0,0.0,20955.0
51.3,4241.0,0.9,1114,19.4,0.0,26393.0,2.7,376,2.7,4269.0,37.3,7934.0,64.4,5408.0,0.0,87.0,0.0,5408.0,76.9,13.2,100.0,40980.0,2026-01-01T18:00:00,1245.0,10.3,22124.0,10.4,1123.0,13.2,3.0,15270.0,0.0,21029.0
52.4,4243.0,1.0,1044,19.6,0.0,26576.0,2.8,386,2.6,4290.0,38.3,7930.0,65.6,5351.0,0.0,82.0,0.0,5351.0,78.9,13.2,100.0,40484.0,2026-01-01T18:30:00,627.0,10.5,22287.0,10.6,1124.0,13.2,1.5,15490.0,0.0,21210.0
53.1,4238.0,1.0,1044,19.4,0.0,26485.0,2.9,394,2.6,4293.0,38.7,7726.0,66.7,4886.0,0.0,79.0,0.0,4886.0,80.1,12.3,100.0,39723.0,2026-01-01T19:00:00,626.0,10.7,22192.0,10.8,1135.0,12.3,1.6,15381.0,0.0,21112.0
53.5,4240.0,1.0,642,19.8,0.0,26163.0,2.9,385,1.7,4210.0,40.0,7698.0,67.3,4602.0,0.0,76.0,0.0,4602.0,81.5,11.8,100.0,38858.0,2026-01-01T19:30:00,395.0,10.9,21953.0,10.8,1131.0,11.8,1.0,15555.0,0.0,20792.0
53.7,4233.0,1.0,298,19.2,0.0,25455.0,3.0,364,0.8,4114.0,40.9,7192.0,68.0,4293.0,0.0,77.0,0.0,4293.0,81.7,11.5,100.0,37428.0,2026-01-01T20:00:00,488.0,11.3,21341.0,11.0,1132.0,11.5,1.3,15314.0,0.0,20090.0
53.5,4238.0,0.9,12,19.4,0.0,24977.0,3.1,345,0.0,4082.0,41.4,7108.0,68.2,4190.0,0.0,76.0,0.0,4190.0,82.1,11.4,100.0,36637.0,2026-01-01T20:30:00,362.0,11.6,20895.0,11.1,1128.0,11.4,1.0,15172.0,0.0,19611.0
56.5,4233.0,1.0,12,15.3,0.0,25341.0,3.2,343,0.0,4065.0,44.0,5420.0,71.6,4037.0,0.0,72.0,0.0,4037.0,82.2,11.4,100.0,35370.0,2026-01-01T21:00:00,572.0,12.0,21276.0,11.5,1124.0,11.4,1.6,15564.0,0.0,19984.0
58.5,4241.0,1.0,298,15.2,0.0,25616.0,3.2,349,0.9,4007.0,45.1,5268.0,74.0,3384.0,0.0,63.0,0.0,3384.0,85.3,9.8,100.0,34606.0,2026-01-01T21:30:00,338.0,12.3,21609.0,11.6,1124.0,9.8,1.0,15597.0,0.0,20251.0
60.4,4242.0,1.1,96,11.7,0.0,25360.0,3.4,354,0.3,3918.0,47.2,3888.0,76.6,3498.0,0.0,55.0,0.0,3498.0,84.8,10.6,100.0,33102.0,2026-01-01T22:00:00,356.0,12.8,21442.0,11.8,1124.0,10.6,1.1,15626.0,0.0,19994.0
61.1,4237.0,1.1,0,11.7,0.0,25079.0,3.5,350,0.0,3825.0,48.2,3766.0,77.8,2908.0,0.0,50.0,0.0,2908.0,86.2,9.0,100.0,32248.0,2026-01-01T22:30:00,495.0,13.1,21254.0,11.9,1125.0,9.0,1.5,15542.0,0.0,19717.0
62.2,4240.0,0.9,0,11.6,0.0,24999.0,3.6,293,0.0,3763.0,49.4,3648.0,79.2,2521.0,0.0,49.0,0.0,2521.0,87.9,8.0,100.0,31566.0,2026-01-01T23:00:00,398.0,13.4,21236.0,11.9,1125.0,8.0,1.3,15578.0,0.0,19634.0
62.5,4234.0,0.9,0,11.6,0.0,24936.0,3.6,288,0.0,3750.0,49.6,3620.0,79.6,2181.0,0.0,47.0,0.0,2181.0,88.5,7.0,100.0,31312.0,2026-01-01T23:30:00,575.0,13.5,21186.0,12.0,1126.0,7.0,1.8,15538.0,0.0,19576.0
60.0,4238.0,0.9,0,14.2,0.0,24673.0,3.6,288,0.0,3776.0,47.3,4566.0,76.7,2473.0,0.0,55.0,0.0,2473.0,87.7,7.7,100.0,32167.0,2026-01-02T00:00:00,455.0,13.2,20897.0,11.7,1143.0,7.7,1.4,15228.0,0.0,19292.0
59.5,4240.0,0.9,0,14.0,0.0,25018.0,3.5,288,0.0,3832.0,47.0,4632.0,75.8,3008.0,0.0,59.0,0.0,3008.0,86.3,9.1,100.0,33000.0,2026-01-02T00:30:00,342.0,12.8,21186.0,11.6,1153.0,9.1,1.0,15505.0,0.0,19625.0
60.6,4240.0,0.8,0,12.4,0.0,25162.0,3.5,272,0.0,3895.0,47.8,4050.0,77.1,3123.0,0.0,58.0,0.0,3123.0,86.2,9.6,100.0,32625.0,2026-01-02T01:00:00,290.0,13.0,21267.0,11.9,1156.0,9.6,0.9,15599.0,0.0,19766.0
61.6,4246.0,0.8,0,12.5,0.0,25381.0,3.6,272,0.0,3942.0,48.6,4044.0,78.2,2824.0,0.0,53.0,0.0,2824.0,87.7,8.7,100.0,32437.0,2026-01-02T01:30:00,188.0,13.1,21439.0,12.2,1158.0,8.7,0.6,15763.0,0.0,19977.0
62.3,4239.0,0.8,0,13.1,0.0,25436.0,3.6,271,0.0,3960.0,49.1,4214.0,79.1,2209.0,0.0,48.0,0.0,2209.0,89.5,6.9,100.0,32173.0,2026-01-02T02:00:00,314.0,13.2,21476.0,12.3,1159.0,6.9,1.0,15807.0,0.0,20038.0
62.5,4253.0,0.8,0,13.0,0.0,25553.0,3.6,270,0.0,3937.0,49.5,4174.0,79.3,2341.0,0.0,48.0,0.0,2341.0,89.6,7.3,100.0,32228.0,2026-01-02T02:30:00,160.0,13.2,21616.0,12.2,1150.0,7.3,0.5,15943.0,0.0,20150.0
64.3,4249.0,0.9,0,10.6,0.0,25662.0,3.7,271,0.0,3893.0,51.1,3348.0,81.4,2292.0,0.0,46.0,0.0,2292.0,89.7,7.3,100.0,31519.0,2026-01-02T03:00:00,217.0,13.5,21769.0,12.4,1153.0,7.3,0.7,16096.0,0.0,20260.0
64.5,4253.0,0.9,0,10.5,0.0,25652.0,3.7,271,0.0,3853.0,51.4,3296.0,81.8,2076.0,0.0,44.0,0.0,2076.0,90.0,6.6,100.0,31374.0,2026-01-02T03:30:00,350.0,13.6,21799.0,12.3,1150.0,6.6,1.1,16125.0,0.0,20249.0
65.6,4247.0,0.9,0,7.6,0.0,25538.0,3.7,271,0.0,3823.0,52.3,2322.0,83.2,2544.0,0.0,43.0,0.0,2544.0,88.5,8.3,100.0,30686.0,2026-01-02T04:00:00,282.0,13.8,21715.0,12.5,1147.0,8.3,0.9,16050.0,0.0,20144.0
65.1,4247.0,0.9,0,7.3,0.0,25528.0,3.7,271,0.0,3800.0,51.9,2270.0,82.5,2935.0,0.0,47.0,0.0,2935.0,87.3,9.5,100.0,30950.0,2026-01-02T04:30:00,217.0,13.7,21728.0,12.3,1138.0,9.5,0.7,16072.0,0.0,20143.0
65.5,4252.0,0.9,0,5.8,0.0,25348.0,3.7,289,0.0,3772.0,52.1,1784.0,83.1,3128.0,0.0,50.0,0.0,3128.0,86.5,10.3,100.0,30496.0,2026-01-02T05:00:00,236.0,13.9,21576.0,12.4,1135.0,10.3,0.8,15900.0,0.0,19961.0
65.1,4252.0,1.0,0,5.6,0.0,25282.0,3.7,292,0.0,3726.0,52.0,1700.0,82.7,3303.0,0.0,52.0,0.0,3303.0,85.8,10.8,100.0,30557.0,2026-01-02T05:30:00,272.0,13.9,21556.0,12.2,1136.0,10.8,0.9,15876.0,0.0,19894.0
62.9,4245.0,1.0,0,6.0,0.0,24697.0,3.7,316,0.0,3669.0,49.9,1850.0,80.4,3786.0,0.0,60.0,0.0,3786.0,83.4,12.3,100.0,30719.0,2026-01-02T06:00:00,386.0,13.8,21028.0,11.9,1139.0,12.3,1.3,15328.0,0.0,19313.0
60.5,4244.0,1.1,0,6.3,0.0,24331.0,3.6,356,0.0,3609.0,47.9,1974.0,77.7,4296.0,0.0,68.0,0.0,4296.0,80.6,13.7,100.0,31296.0,2026-01-02T06:30:00,695.0,13.6,20722.0,11.5,1142.0,13.7,2.2,14980.0,0.0,18945.0
57.7,4242.0,1.2,0,12.3,0.0,24429.0,3.5,394,0.0,3530.0,45.8,4076.0,74.0,4234.0,0.0,63.0,0.0,4234.0,82.2,12.8,100.0,33016.0,2026-01-02T07:00:00,277.0,12.8,20899.0,10.7,1142.0,12.8,0.8,15121.0,0.0,19045.0
55.9,4243.0,1.1,0,12.8,0.0,24362.0,3.7,382,0.0,3425.0,44.6,4328.0,72.1,4277.0,0.0,68.0,0.0,4277.0,80.5,12.7,100.0,33770.0,2026-01-02T07:30:00,803.0,12.6,20937.0,10.1,1257.0,12.7,2.4,15055.0,0.0,18862.0
54.2,4248.0,1.1,118,18.2,0.0,25023.0,3.8,382,0.3,3326.0,43.5,6518.0,69.8,3934.0,0.0,72.0,0.0,3934.0,83.4,11.0,100.0,35850.0,2026-01-02T08:00:00,375.0,11.8,21695.0,9.3,1357.0,11.0,1.0,15590.0,2.0,19418.0
53.4,4246.0,1.0,292,17.9,0.8,25842.0,4.4,381,0.8,3267.0,42.1,6694.0,69.1,4174.0,0.0,76.0,0.0,4174.0,82.1,11.2,100.0,37390.0,2026-01-02T08:30:00,680.0,11.4,22281.0,8.7,1629.0,11.2,1.8,15733.0,294.0,19967.0
53.2,4250.0,1.0,292,19.3,3.8,27537.0,5.3,382,0.7,3240.0,39.5,7708.0,69.1,4148.0,0.0,88.0,0.0,4148.0,83.1,10.4,100.0,39860.0,2026-01-02T09:00:00,467.0,10.7,22770.0,8.1,2101.0,10.4,1.2,15745.0,1527.0,21186.0
53.4,4240.0,0.9,4,18.8,7.5,28698.0,5.9,382,0.0,3233.0,37.2,7766.0,69.6,4295.0,0.0,88.0,0.0,4295.0,82.4,10.4,100.0,41250.0,2026-01-02T09:30:00,491.0,10.3,22389.0,7.8,2419.0,10.4,1.2,15344.0,3076.0,22039.0
55.5,4244.0,0.9,0,18.2,10.9,30372.0,5.7,380,0.0,3255.0,36.1,7778.0,71.2,4104.0,0.0,84.0,0.0,4104.0,83.2,9.6,100.0,42679.0,2026-01-02T10:00:00,425.0,9.9,22458.0,7.6,2440.0,9.6,1.0,15394.0,4659.0,23688.0
57.0,4242.0,0.9,0,17.8,13.4,31571.0,5.6,381,0.0,3308.0,35.1,7766.0,72.3,3936.0,0.0,80.0,0.0,3936.0,83.7,9.0,100.0,43685.0,2026-01-02T10:30:00,412.0,9.7,22388.0,7.6,2439.0,9.0,0.9,15326.0,5875.0,24890.0
58.3,4238.0,0.9,0,16.9,15.1,32597.0,5.5,381,0.0,3330.0,34.9,7520.0,73.4,3824.0,0.0,82.0,0.0,3824.0,84.0,8.6,100.0,44419.0,2026-01-02T11:00:00,478.0,9.5,22549.0,7.5,2442.0,8.6,1.1,15488.0,6718.0,25917.0
58.7,4242.0,0.9,0,16.8,15.9,32870.0,5.4,381,0.0,3272.0,34.6,7502.0,73.7,3830.0,0.0,81.0,0.0,3830.0,84.1,8.6,100.0,44628.0,2026-01-02T11:30:00,426.0,9.5,22480.0,7.3,2413.0,8.6,1.0,15444.0,7118.0,26215.0
58.2,4248.0,0.8,0,17.2,16.2,32395.0,5.4,372,0.0,3202.0,34.0,7612.0,73.3,3793.0,0.0,82.0,0.0,3793.0,84.0,8.6,100.0,44221.0,2026-01-02T12:00:00,421.0,9.6,22051.0,7.2,2408.0,8.6,1.0,15023.0,7142.0,25739.0
57.5,4254.0,0.8,0,17.5,16.0,31633.0,5.5,369,0.0,3183.0,33.3,7624.0,72.7,3763.0,0.0,83.0,0.0,3763.0,83.5,8.7,100.0,43492.0,2026-01-02T12:30:00,472.0,9.8,21489.0,7.3,2374.0,8.7,1.1,14492.0,6961.0,25005.0
58.3,4243.0,0.8,0,17.4,14.4,31766.0,5.1,365,0.0,3150.0,35.8,7552.0,73.2,3621.0,0.0,76.0,0.0,3621.0,84.6,8.3,100.0,43407.0,2026-01-02T13:00:00,468.0,9.8,22381.0,7.3,2214.0,8.3,1.1,15559.0,6235.0,25309.0
56.1,4242.0,0.9,0,17.7,12.4,30237.0,5.2,380,0.0,3031.0,35.7,7502.0,71.3,4077.0,0.0,82.0,0.0,4077.0,82.5,9.6,100.0,42382.0,2026-01-02T13:30:00,566.0,10.0,21945.0,7.2,2204.0,9.6,1.3,15119.0,5261.0,23791.0
54.2,4245.0,0.9,82,17.0,9.9,29402.0,5.8,393,0.2,2872.0,36.3,7140.0,70.1,4978.0,0.0,92.0,0.0,4978.0,80.6,11.9,100.0,41935.0,2026-01-02T14:00:00,415.0,10.1,22365.0,6.8,2415.0,11.9,1.0,15230.0,4165.0,22742.0
51.7,4248.0,1.0,0,17.1,6.5,28332.0,5.8,400,0.0,2738.0,37.7,7148.0,67.6,5855.0,0.0,101.0,0.0,5855.0,78.1,14.0,100.0,41911.0,2026-01-02T14:30:00,576.0,10.1,22878.0,6.5,2434.0,14.0,1.4,15796.0,2716.0,21650.0
48.3,4246.0,1.0,26,17.9,2.5,26843.0,5.8,420,0.1,2674.0,38.3,7482.0,64.3,7077.0,0.0,109.0,0.0,7077.0,75.7,17.0,100.0,41742.0,2026-01-02T15:00:00,340.0,10.2,23129.0,6.4,2440.0,17.0,0.8,15997.0,1040.0,20157.0
45.2,4245.0,1.0,648,17.8,0.4,25727.0,5.8,422,1.5,2696.0,35.9,7500.0,61.0,8133.0,0.0,121.0,0.0,8133.0,71.9,19.3,100.0,42148.0,2026-01-02T15:30:00,788.0,10.1,22881.0,6.4,2426.0,19.3,1.9,15140.0,150.0,19056.0
43.6,4243.0,1.1,1076,17.4,0.0,25504.0,5.7,477,2.5,2739.0,33.7,7500.0,59.1,8787.0,0.0,125.0,0.0,8787.0,69.1,20.4,100.0,43163.0,2026-01-02T16:00:00,1372.0,9.8,22765.0,6.3,2441.0,20.4,3.2,14528.0,0.0,18820.0
42.9,4236.0,1.0,1348,16.8,0.0,25923.0,5.5,469,3.0,2736.0,32.7,7520.0,57.8,9197.0,0.0,130.0,0.0,9197.0,67.1,20.5,100.0,44821.0,2026-01-02T16:30:00,2181.0,9.5,23187.0,6.1,2472.0,20.5,4.9,14662.0,0.0,19215.0
42.3,4243.0,1.0,1350,17.3,0.0,26230.0,5.4,464,2.9,2722.0,32.5,7984.0,56.9,9400.0,0.0,137.0,0.0,9400.0,66.5,20.4,100.0,46067.0,2026-01-02T17:00:00,2453.0,9.2,23508.0,5.9,2500.0,20.4,5.3,14951.0,0.0,19487.0
42.4,4247.0,1.0,1350,17.4,0.0,26277.0,5.5,460,2.9,2742.0,32.5,8004.0,57.1,9405.0,0.0,137.0,0.0,9405.0,66.7,20.4,100.0,46057.0,2026-01-02T17:30:00,2371.0,9.2,23535.0,6.0,2524.0,20.4,5.1,14954.0,0.0,19506.0
42.3,4251.0,1.0,1350,17.6,0.0,26049.0,5.6,460,3.0,2802.0,32.2,8000.0,57.3,9399.0,0.0,133.0,0.0,9399.0,67.0,20.7,100.0,45486.0,2026-01-02T18:00:00,2038.0,9.3,23247.0,6.2,2549.0,20.7,4.5,14637.0,0.0,19249.0
42.5,4250.0,1.0,1350,17.9,0.0,25818.0,5.7,459,3.0,2889.0,32.0,8002.0,57.7,9391.0,0.0,132.0,0.0,9391.0,67.7,21.0,100.0,44757.0,2026-01-02T18:30:00,1546.0,9.5,22929.0,6.5,2558.0,21.0,3.5,14312.0,0.0,19010.0
43.0,4257.0,1.0,1068,17.8,0.0,25945.0,5.8,431,2.4,2963.0,33.0,7908.0,58.4,9323.0,0.0,132.0,0.0,9323.0,68.5,21.0,100.0,44422.0,2026-01-02T19:00:00,1246.0,9.6,22982.0,6.7,2577.0,21.0,2.8,14649.0,0.0,19111.0
42.9,4257.0,0.9,494,18.2,0.0,25432.0,6.0,401,1.1,2991.0,33.9,7878.0,58.7,9193.0,0.0,130.0,0.0,9193.0,69.2,21.2,100.0,43293.0,2026-01-02T19:30:00,790.0,9.8,22441.0,6.9,2612.0,21.2,1.8,14677.0,0.0,18563.0
43.5,4248.0,0.9,552,16.9,0.0,25160.0,6.3,386,1.3,2994.0,34.1,7104.0,59.9,9215.0,0.0,114.0,0.0,9215.0,69.4,21.9,100.0,42016.0,2026-01-02T20:00:00,537.0,10.1,22166.0,7.1,2639.0,21.9,1.3,14341.0,0.0,18273.0
